,Restaurant,User_Name,Location,Time,Stars,Review,Zip_Code
10,"4540 La Jolla Village Dr San Diego, CA 92122",Devianna C.,"West Covina, CA",2/26/2021,5,"Kaitlin was absolutely amazing. I can't say thank you enough. She went above and beyond for me. I have nut allergies, and she made sure I would be taken care of and i appreciated her so much for it. Super sweet and always helpful. I recommend coming and asking to be seated in her area. Thank you!! You made my first PF chang experience great.",92122
11,"4540 La Jolla Village Dr San Diego, CA 92122",Susan R.,"Ridgefield, WA",7/21/2021,1,"After publishing the problems I had, they want me to contact them privately! If you can't respond publicly what are you hiding?",92122
12,"4540 La Jolla Village Dr San Diego, CA 92122",Ana F.,"San Leandro, CA",9/8/2020,5,"While staying in La Jolla for the Labor Day weekend, we ordered here through Uber eats. The packaging was perfect and all of our food arrived hot. The containers that it comes in are also super good quality so I'll be reusing those! :)The chicken wraps were absolutely delicious!",92122
13,"4540 La Jolla Village Dr San Diego, CA 92122",Vinh D.,"San Diego, CA",4/3/2021,1,"""AMAZING SERVICE"". I stood at their door for 10 mins watching about 5 of them service walking around and tried to grab their attention. Some look at me and kept walking away. Worst yet, a  handsome looking service walked toward me and stopped at the computer, 2 steps away from me, started to play with his compute- me still patiently waiting next to him. Then I broke the silence by asking how i could get help. Mr. Handsome was still too busy with his computer, didn't even want to look up and sharply respond ""Front door!"".It was 3:00 April 3rd!Bye PF Chang's!",92122
14,"4540 La Jolla Village Dr San Diego, CA 92122",Jason H.,"San Diego, CA",5/9/2021,1,So we decided to do take out from PF Chang's this Mother's Day for dinner.  I wanted to go a little lighter so went with the Salmon Cesar.  What a let down for the cost of this dish. The salmon portion was extremely tiny.  I've had pieces of sashimi bigger than what was provided in this order.  What a severely overpriced easy to lose my business ever again. Not sure how any reasonable business can serve that and think someone would be satisfied with the price to value.,92122
15,"4540 La Jolla Village Dr San Diego, CA 92122",Min-Ru G.,"San Diego, CA",12/8/2020,4,"I was already hungry after work and the traffic delay on the way to P.F. Chang's for dinner with the parents did not help at all. Thus, we ended up ordering a whole ton of food which we ended up packing up for tomorrow's lunch and dinner.The items we ordered: the Happy Hour Steamed Dumplings, the new Thai curry dish (delish over rice), Hokkien Street Noodles, Ma Po Tofu, Pepper Chicken, California roll, Lobster-Avocado roll, and a side of Long Life Noodles. We ordered the steamed dumplings but they erroneously gave us the pan-fried dumplings; they made up for the mistake by giving us a second order of dumplings, steamed this time. The dumplings tasted delish. The dumplings were medium-sized, and each order consisted of 4 dumplings. I've always liked the tofu part of P.F. Chang's Ma P.O. Tofu; I allowed myself to skip the broccoli part since I already ate that veggie the day before. Really liked the new Thai curry dish on white rice. The sauce for this dish is delicious! Would order this again!By this time, I was already full but I had a taste of the Hokkien Street Noodles and the Long Life Noodles. They used rice noodles for the Hokkien Street Noodles. These aren't my fav noodles but they did a great job of making the dish. There was just enough moisture to I liked the Long Life Noodles but I wished they had added more noodles or cut back on the sauce. The sauce tastes good but in a limited amount. Also, the sauce was way more sweet than spicy. Overall, this place serves good food and they've done a good job in cutting back on the salt content.",92122
16,"4540 La Jolla Village Dr San Diego, CA 92122",Jihn S.,"San Marcos, CA",7/24/2021,1,This used to be a really nice place to go and eat. Now its old and needs a renovation. Not to mention the staff just does not care anymore. I also don't think they adhere to any covid standards as at about 3am after eating there I got really sick. Won't ever be going back there again.,92122
17,"4540 La Jolla Village Dr San Diego, CA 92122",Carmen C.,"Santa Ana, CA",2/27/2021,3,We ordered the pick up option of the Coconut Mojito and Organic Agave Margarita... the 4 for $30... this is what we got! Small containers that barely filled a tiny cup full of ice! The Coconut Mojito is really good but we got such a small amount. We ordered the Hot And Sour Soup which was just ok but they didn't pack spoons for us??? Knowing it was for pick up! Don't get the cocktails to go it's not worth the money!!,92122
18,"4540 La Jolla Village Dr San Diego, CA 92122",Wendy D.,"San Jose, CA",8/28/2020,4,"Regardless of the association of PF Chang's with not making authentic Chinese-American Food, this location is particular has gotten me through a lot of tough times as a student. I even had an unhealthy obsession with PF Chang's for a good couple of months! This location is probably my favorite out of all the ones that I have been to, despite the disgusting parking situation (You can park across the street at UTC and walk over or street park by the neighborhood) and overpriced food. But, it tastes great and was close. To-Go: When you order to-go, you simply just walk into the restaurant and tell them that you want to order something to-go and they will make the food, package it, put it in a bag and you're on your way! I usually order in advanced online so I could just arrive and pick up the food (which comes out just as hot; however, the portion is a bit smaller than dine-in). Dine-In: There's usually a bit of a wait (unless you're dining at an obscure time). The waiters are pretty attentive and usually check a couple times after they have brought the food. My favorite dishes are: any of the soups, the fried rice, and the kung pao chicken.",92122
19,"4540 La Jolla Village Dr San Diego, CA 92122",Jordan W.,"TX, TX",7/19/2021,1,"My family and I came to this place and were treated very rude by the manager/server (Adrian)and waitress (Aphril). We told the manager that the whole table was not served food. The manager did not apologize, nor was he willing to compromise. Moreover,   a black group next to us were also treated unfairly. It goes to show that there was inequality for others.  I would not go to this place ever again because the service is terrible. I would give this review 0 stars if I could. I would have liked an apology or a full refund for our lack of service on 7/17/21. This is a terrible restaurant. I with they had a more welcoming environment.",92122
20,"4540 La Jolla Village Dr San Diego, CA 92122",Mimi L.,"La Habra, CA",1/2/2020,4,"We just love it that there is a P.F. Chang's everywhere, after a few days of excessive drinking we were in seriously need of some hot & sour soup. This location is right across from the Marriott we stayed at in La Jolla. We could've just walked but both hubby and I weren't feeling well. I ordered a Kirin draft but didn't finish it, so I really wasn't feeling all the well cause no way I don't finish beer! For good we had hot & sour soup, beef Lo mein and Kung pao chicken. Food portions are always huge at Chang's and the flavors are so rich and comforting, best hangover food for us! Too bad I was getting sick too so I didn't eat much except the hot & sour soup. Our server was friendly, attentive and fast, glad that we got our upsetting stomach settled down a bit before driving back home! Ps. Valet was $6, so if you stay at the hotels nearby just walk here!",92122
21,"4540 La Jolla Village Dr San Diego, CA 92122",Nina S.,"La Mesa, CA",5/12/2021,1,"My husband made reservations here for Mother's Day. We loved PF Chang's but haven't gone in a long time because of covid. The food and the service was horrible. We were so disappointed and we will most likely never go back. We had to ask to order drinks after being seated for 20 minutes. We had to ask for refills a few times because our writer kept disappearing and forgetting .She finally brought us  a water after we kept asking and it had paper stuck inside on the bottom of the cup and the water was cloudy. We told a different waiter and she replaced it with a clean glass and clear water. My son got apple juice but it was warm and not even served in a cup. She gave it to us just in the bottle it comes in. I asked for a  cocktail that I didn't get till I was already eating dinner. When I ordered the cocktail she said oh we didn't have that drink I said it's on the menu and she said let me see... like if I was lying. After she looked at the menu she said oh okay. The menu is not the same. For appetizers we always ordered the green beans and calamari, our favorite. She brought us the wrong green beans we asked for spicy and she brought fried. She took the fried green beans back and gave us the spicy green beans. Even though we didn't eat the fried green beans , we were still changed for her mistake. My husband said it's okay, it was only $9  so we didn't say anything. They changed how the calamari is served and added veggies with it, which was okay but we had way more veggies than calamari, the sauce was not even close to the sweet chili sauce they had before. We were so looking forward to it. I hate that they changed it. We had asked for extra sauce and never got it. My husband ordered the salmon and it was so dry, he took one bite and said never again. I ordered the combination fried rice, with no pork, one of my favorites at P.F. Chang's but there was barely any meat., it was pretty much all rice. We spent about $85 and still gave a tip. The place wasn't even that busy so I don't know why everything was so bad. My husband apologized to me because it was not a good Mother's Day dinner but it wasn't his fault. Attached is a picture of my husband's water with paper on the bottom of the inside.",92122
22,"4540 La Jolla Village Dr San Diego, CA 92122",Paige A.,"San Diego, CA",1/20/2020,4,"I've been to a few PF Changs locations in the past, and this location is a solid OK. My boyfriend and I had a gift card so we decided to stop in.It was somewhat busy for a Sunday night, but we were sat right away. We waited a while for our server to come over to our table and were ready to order our whole meal. We ordered a cup of soup and the Mongolian dumplings for appetizer. My boyfriend had already finished the soup when the server brought over another order of it. We didn't order 2, but they let us have the second cup. The dumplings were okay, but not what we were expecting. For dinner, I had the Gf Chang's Chicken Lettuce Wraps, which has always been my favorite thing on the menu. My boyfriend order the beef and broccoli entree, but got the Mongolian beef by mistake. The server graciously corrected the mistake and apologized. We were not charged for the Mongolian beef, which was nice.Parking at this location is also not ideal. You can park in the Embassy Suites garage or valet. If you park in the garage, don't forget to have your parking ticket validated. Overall, it was a fine experience but not at the top of my favorite dinner spots.",92122
23,"4540 La Jolla Village Dr San Diego, CA 92122",Elizabeth C.,"San Diego, CA",1/5/2021,4,"We ordered takeout at P.F. Chang's and got the street noodles, honey shrimp, and Mongolian beef.  It was really good and the portion was huge so it fed three of us and fed one of us again the next day!  The chocolate cake was sooo delicious and even though it was huge we finished the whole thing.  Overall would go again though the noodles tasted strongly of curry which we were not expecting and probably wouldn't have ordered knowing that.",92122
24,"4540 La Jolla Village Dr San Diego, CA 92122",Flex Y.,"La Jolla, San Diego, CA",6/19/2021,4,"We like the fact that this restaurant takes special requests seriously. Mongolian beef was requested to cook medium rare and light on the sauce, came out perfectly to our taste. Most Chinese restaurant don't handle special requests well but PF is the exception. We like our waiter Trip the best. Bringing the whole family tomorrow for Father's Day.",92122
25,"4540 La Jolla Village Dr San Diego, CA 92122",David B.,"Highland, CA",5/21/2021,5,Bryce (server extraordinaire) and manager Brian made our anniversary dinner phenomenal! Bryce's attention to detail and honest feedback created a wonderful selection of food and drinks. We felt like VIPs and our treatment was unparalleled. They care about their customers and the quality of their products and it shows. We will be back and passed several other PF Chang's on the way here! So worth it!,92122
26,"4540 La Jolla Village Dr San Diego, CA 92122",Daniel N.,"Imperial, CA",10/8/2020,5,There's so much I want to say about this restaurant but especially about the people working there. First I would like to congratulate anyone in charge of hiring  employees and the managers of this restaurant. Took my 12 year old daughter there last Saturday night for a father/daughter dinner. The manager that night was Hugo he went out of his way to make sure it was special every employee that worked that night passed by at least once and asked how everything was and if we needed anything. Again I congratulate everyone involved in the hiring process. People go to restaurants for the food but they return for the service and attention. We will return soon thank you again.,92122
27,"4540 La Jolla Village Dr San Diego, CA 92122",JD C.,"San Diego, CA",2/20/2021,1,"So let me start by saying I absolutely love PF Chang's , we come here often and out of the 150+ times I've eaten here this was by far the worst service I ever had at any restaurant!!! And that's saying something!so we go in and get seated and it takes almost 20 min to get our drinks, we then place an order for dumplings, and two entrees, we also ask for a patio heater as it was getting cold. 20 min later we get our two entrees but no dumplings and no heater so we start eating, we asked another 3 times for a heater (spoiler alert we never got a heater) nor did we get the dumplings that we ordered, what blows my mind is the table behind us had 3 heaters and two servers! so im not sure what it was about us but congrats PF Changs you just lost a customer due to your complete lack of service!",92122
28,"4540 La Jolla Village Dr San Diego, CA 92122",Janet C.,"Fullerton, CA",7/11/2021,5,"We had excellent service and the food was delicious. We were there from O.C. This was our first time here, we had a party of 10 and I called the same day a couple hours before and they were able to accommodate us. Our server was Bryce and the bartender Carlos made the best drinks!!",92122
29,"4540 La Jolla Village Dr San Diego, CA 92122",Shiloh H.,"Rancho Cucamonga, CA",11/9/2020,5,"I'm so happy I came into this location! Serena and Hugo were so quick to bring my orders, everything was delicious and they were on top of it with making sure I was taken care of and if I ever needed anything more. Hugo's and Serenas customer service and hospitality is the best I've gotten in a long time! I can't wait to go back. Don't forget to tip your servers, friends!",92122
30,"4540 La Jolla Village Dr San Diego, CA 92122",Aviva I.,"San Diego, CA",12/28/2020,5,"Visited PF Changs Pre-covid shut down and fell in love. Food Was outstanding, service was wonderful. Had a really nice date with my hubby.Fast forward Covid madness- restaurants shut down once again, only requiring to go orders and I am a huge believer in supporting local business and keeping their employees working!!! Ordered food for our family of 6. Drew took our order, he has such incredible customer service. So patient on the phone, answered all questions, gave great recommendations, assisted with using a GC we were struggling with on line, definitely a valuable employee. Food was once again incredible, even as a to go order. Highly reccomend PF chang's! 5 start food 5 star Drew 5 star customer service",92122
31,"4540 La Jolla Village Dr San Diego, CA 92122",Danielle G.,"Oceanside, CA",9/7/2019,3,"P.F Chang's is usually pretty packed no matter what time you go, so you would figure it's amazing. In my opinion that's not the case.I've gone a few times for dinner, but mostly come for lunch with my coworkers. The line is always out the door, but we don't wait too long to be seated and the hostess is usually always doing a great job. No problems there. The problems usually come after being seated. The last three times I've visited this location at least one item we have ordered was delivered incorrect. After discussing with the servers each time  it was determined every time that they put the order in wrong. The last time I was here, the server made my coworker feel like she ordered wrong, when in fact she didn't. She then admitted she was new and confused two items. A mix up is usually no big deal, but to have it happen three times with three different servers and then to have this server blame my coworker was a little bit much for me. I'm the type that usually always over tips even when service is bad and never complains. Good news is the dishes are always remade correctly, so they get kudos for that. The food is good, but definitely not above average. I used to always get lettuce wraps and liked them but got a little bored. Recently I have been getting the poke bowl and am much happier. The portion is pretty good and quality good as well. This is delightful considering this is not a sushi restaurant. Thumbs up for that! PF Chang's is your average chain restaurant. I think they could do just a bit more and would be able to earn a solid 4 star rating. I will keep coming back because it is convenient during the lunch hour and I can walk. I hate driving anywhere in La Jolla during lunch. Hopefully I'll be able to post an updated review sometime!",92122
32,"4540 La Jolla Village Dr San Diego, CA 92122",Greg B.,"San Diego, CA",6/30/2021,1,"Three strikes - your out! Swore I'd never go back after last time. Lied, and gave it one more try.... That's it; I'm never going back. Place has gone downhill. Horrible all the way round. There has to be a better option for Chinese food.",92122
33,"4540 La Jolla Village Dr San Diego, CA 92122",SD G.,"San Diego, CA",3/8/2020,3,"I haven't been here for sometime and glad my kid picked this place.  We got the famous lettuce chicken wrap, which you can not go wrong w/.  The asian pear mojito is very good if you like mojitos.  The red sangria is not the best, but it's still doable.The chicken pad Thai came w/ thinly slicked tofus so that was a nice little surprise.  The chicken lo main which has small slices of celery and sliced carrots was not very good!  I would not recommend it.  It's very plain and no flavor.  Panda Express makes lo main way better.  So that was a disappointment.  The service here is always excellent hence the 3 stars.",92122
34,"4540 La Jolla Village Dr San Diego, CA 92122",FoodyNews 1.,"Temecula, CA",3/5/2021,2,"PERMANETLY CLOSED  happy hour, deffinately a dumb move.  as of weds no more happy hour.  looking at the recent history of  new owners in the last few years it seems to me it coinsides with the weird changes in menu.   like around 2015 ish? a great happyhour also good reward perks,  then new (  greedy) owners   bout 2018-19 things got weird, very small menu, lots of favs gone, 60% increase in drink prices, yikes.   recently rewards waaaaay scaled back.and now permanetly closed happy hour.    orignal concept is simple just gone.  pre-cooked  at some factory,then shipped  then re-heated $30 meals...no thanks. allll the flame commercials ?  I dont think so.   isnt it a typical story, big overseas  biz buys it out and runs into the ground.",92122
35,"4540 La Jolla Village Dr San Diego, CA 92122",Aaron P.,"Pomona, CA",8/16/2020,5,"This 5 star review is for Logan. Thank you for gracing is with your bright personality and good vibes. Too bad you weren't our server from the beginning. More employees should carry the type of courtesy and energy that he has. So again, thank you. & as for the dining experience and service. The food was good. But service was sub par. Server was nice but lacked server knowledge and steps of service protocol. Management failed to move us when we asked our server if we could move tables due to the fact that they sat us under lights where it was attracting bugs (nats, mosquitoes)...I get it, outdoor seating is going to take its course but my girlfriend was uncomfortable and didn't want to finish her food so we took it to go and went home since we weren't locals of San Diego. Kind of disappointing",92122
36,"4540 La Jolla Village Dr San Diego, CA 92122",M W.,"Sacramento, CA",5/4/2021,3,"Visiting SD from out of town and the first night we stopped here to grab something to eat for dinner. Let's just say... we were not impressed when first greeted. I wish I caught the hostess' name because someone from management needs to address her poor customer service. She didn't greet us when we first arrived. When she finally did it came across as, ""Are you here to dine? Stand over there."" The ""over there"" was essentially next to her, but no one was standing there. We moved to the right by 2 feet and just waited. She said nothing else to us. It was absolutely ridiculous. She could have said, ""hello, are you here to dine in or pick up? Oh, dine in - please stand in front of the other hostess desk and someone will be right with you."" But NOPE she was rude. So we waited and another gal with a lack of service skills barely greeted us and walked us to a table that was filthy. Food everywhere and floors sticky. We mentioned that it was dirty and she acted  surprised like she didn't see it. It was on the bench and floors. She wiped down the bench with no apology. SMH! Why a 3 Star? Our waitress Katelynn was amazing. She was happy, service oriented, greeted us and really went above and beyond. She also cleaned up the food left behind by the other girl who obviously doesn't know how to clean. If it weren't for Katelynn (hope I'm spelling it correctly) she saved the evening because I was about to ask for a manager. Food was good. The ambiance could be nice if it weren't for dirty tables, floors and chairs ... oh and rude staff except for Katelynn.",92122
37,"4540 La Jolla Village Dr San Diego, CA 92122",Diane C.,"Carlsbad, CA",5/13/2019,4,"After bunch of meetings, we were starving and I called ahead to find out if they are dog friendly in the patio since we had our dog with us.  They are which was great.We parked in the parking structure across the entry.  We were seated right away.  Our server Samantha came to take our drink order.  Then when she came to take our orders,  I asked if there was soy (beans, powder or tofu) in the Bibimbap bowl.  She wasn't sure and said that she'll have to check with the chef.  It took her 25 minutes to come back with an answer (it doesn't have soy).  By  that point, we were done with our drinks and ordered more as we had to wait longer.  I was a little irritated because we had initially placed our orders and I just wanted to make sure that they don't add soy products to this dish.   I assumed that it was taking long because of them actually preparing our food.An hour after we got there, we finally got our super late lunch (closer to 4pm).  We had ordered...Twisted whiskey sour (2)Weihenstephaner beer (2)Korean Bibimbap bowlChiang mai bowlGreat wall of chocolate cake slice 2 coffees The food was great.  So were the drinks.  Aside from the long time it took and my hangry got me irritated by the slow service, it wasn't a bad experience.   Parking was validated by the restaurant.   The restrooms were clean.  Most of the staff I dealt with were welcoming and very pleasant. I will definitely be back.",92122
38,"4540 La Jolla Village Dr San Diego, CA 92122",Tuukka O.,"La Cañada Flintridge, CA",3/10/2020,1,"Should've read the reviews before ordering.These dumplings were ordered pan fried. They taste like they were on someone's plate yesterday: old and soggy. The Mongolian beef was the chewiest meat I've tasted in a long time. If I was the head chef I'd be ashamed, what a terrible restaurant of a long-time established chain.",92122
39,"4540 La Jolla Village Dr San Diego, CA 92122",Nancy D.,"La Jolla, CA",6/21/2020,5,"We eat here at least once a week.  Desha was our server last night.  She was most accommodating and did not miss a thing . Very attentive, efficient and pleasant!!   When she took our order she read it back to ensure she had it right.  Who does that ?   We were most impressed with her .We Also like Robert, Sarah and Ethan a lot !!!!These three are also excellent waiters and bar people who offer great customer service .  Always on top of things and never miss a beat .  Their fairly new menu is so much better than before and lots of fun new things to try .",92122
40,"4540 La Jolla Village Dr San Diego, CA 92122",Mayank N.,"San Francisco, CA",7/14/2020,3,Why why why? Came here during Covid for outdoor seating in the afternoon. ENTIRE RESTAURANT WAS EMPTY. We parked our car at the valet area of this restaurant (which was completely empty). Upon entering the restaurant out of nowhere the host asks us to remove the car from the restaurant's assigned parking space and park on the street!!! I asked why not on the assigned parking space for the restaurant? She said it's closed!!! Seriously!!! Street parking was full and I had to walk a long distance to get to the restaurant. I am giving 3 starts for the decent food and good server. Become better y,92122
41,"4540 La Jolla Village Dr San Diego, CA 92122",Aaron W.,"Central Minneapolis, Minneapolis, MN",3/16/2021,3,"For 28 dollar curbside pickup, they sure are stingy on the extra up charge fried rice and small amount of beef.",92122
42,"4540 La Jolla Village Dr San Diego, CA 92122",Itzel L.,"Beverly Grove, Los Angeles, CA",1/9/2021,1,"I just picked up my order today, really THE WORST SERVICE, nobody payed attention to the clients. Definitely not coming back .. REALLY BAD!!",92122
43,"4540 La Jolla Village Dr San Diego, CA 92122",Lane C.,"San Diego, CA",5/31/2021,1,"Wow. Have not been back here in years and the quality of food has gone down tremendously. We went there today, I got a beef rice bowl $15 (w/ hardly any rice). I was gonna say something but our server was busy. The food was not even good. Better go grab your food down the street in Mira Mesa. Go to Little Sakana, or Raki Raki or any other. The decor was starting to look dated as well. Maybe we'll try downtown (Friars Road) PF Chang's nest time, maybe their food is still good and they give you enough rice in your ""rice"" bowl.",92122
44,"4540 La Jolla Village Dr San Diego, CA 92122",Nadia G.,"San Diego, CA",10/25/2019,5,"The food was excellent and there was no wait. But what made this evening fantastic was our wonderful waiter, Kristijan. He was very friendly and attentive without being intrusive and seemed genuinely concerned that we had a great dining experience.",92122
45,"4540 La Jolla Village Dr San Diego, CA 92122",Diane C.,"La Jolla, La Jolla, CA",9/28/2020,5,We had dinner there this week and I wanted to say that the manager Hugo was the BEST manager at any of the PF Changs that I have been to.  He was personable and pleasant and just a really nice guy.Our server Alex was fantastic as well.  My new favorite PF Change (La Jolla).,92122
46,"4540 La Jolla Village Dr San Diego, CA 92122",A G.,"San Diego, CA",9/8/2020,4,"We took our friends there and expected a good meal since the tables were only authorized 25%.  It started out terrible and only got worse. We ordered appetizers and four dinners. I had asked for ice tea with sugar and a straw. 10 minutes later they arrived. When they brought our meal(s) they brought the wrong one out of four orders. By the time the last meal came, we were through with dinner. I said we were completed and the rice is ice cold. Considering there were only four tables taken, you would have thought nothing could go wrong. I kept on telling our guest, they have the ""B"" team working. The manager did comp the last dinner but I will not be going back again. This is the second time we have been disappointed. The last time is before the virus.",92122
47,"4540 La Jolla Village Dr San Diego, CA 92122",Miriam B.,"Pittsburgh, PA",1/15/2019,2,"If you are considering going here, I highly advise against it. The food leaves much to be desired and their service is definitely lacking. Started off with the spicy tuna roll which tasted like something you would buy at Safeway. I felt like the sushi was sitting out for a couple hours. Then, I shared the orange shrimp and black and pepper chicken. The black and pepper chicken was decent. Only reason I gave this 2 stars instead of 1. The orange shrimp was cold when it came out, and was pretty soggy. The chocolate cake tasted like it was baked from one of those $1 pre-made cake boxes and the chocolate fudge tasted store bought. In addition, the service was extremely slow and kept on forgetting to refill water or take empty beer glasses away. At one point 4 empty beer glasses sat on the table. I also had to ask twice for my water to be refilled. Do yourself a favor and go anywhere else. Will not be returning.",92122
48,"4540 La Jolla Village Dr San Diego, CA 92122",Jesse F.,"Eastside, Las Vegas, NV",6/13/2020,5,"Great service and great food. Everything was so delicious. Starting with the lettuce wraps, the orange chicken, the pepper steak and coconut mojitos. Yummy",92122
