name,price,star,review_count,cat,zipcode
D Town Pizzeria,,4,10,"Pizza,Chicken Wings",90802
B*tch Don’t Grill My Cheese,,3.5,2,"Sandwiches,Food Delivery Services",90802
Mini Birrieria,,4.5,6,"Tacos,Food Trucks",90802
Open Sesame,$$,4,3365,"Lebanese,Wine Bars,Halal",90802
Naya’s Shawarma,,4.5,69,Mediterranean,90802
Merced’s Restaurant,$,4,236,Mexican,90802
Reef Special Events,$$$,3.5,1057,"Seafood,American (New),Venues & Event Spaces",90802
Milana’s New York Pizzeria,$$,4,598,"Pizza,Italian,Sandwiches",90802
Gus’s World Famous Fried Chicken,$$,4,758,"Southern,Chicken Shop,Comfort Food",90802
Cafe 301,$,4,45,"Coffee & Tea,Sandwiches",90802
Long Beach Tap House,$$,4,209,"Burgers,American (Traditional),Cocktail Bars",90802
The Halal Guys,$$,4,1390,"Middle Eastern,Halal,Mediterranean",90802
Tasty Food To Go,$,4.5,606,"Thai,Laotian",90802
Aroma di Roma Centro,$$,4,41,"Coffee & Tea,Italian,Bagels",90802
Poki Cat,$$,4,211,"Poke,Sushi Bars,Hawaiian",90802
Rose Park Roasters,$,5,7,"Coffee Roasteries,Bakeries,Breakfast & Brunch",90802
Heritage Sandwich Shop,$$,4.5,75,Sandwiches,90802
Manaow,$$,4.5,907,Thai,90802
Scholb Premium Ales,,4.5,60,"Gastropubs,Breweries",90802
Alegria Cocina Latina,$$,3.5,1074,"Spanish,Latin American,Mexican",90802
Flamin Curry,$,4.5,570,Indian,90802
Superfly,,3.5,14,"Chicken Wings,Sandwiches",90802
Tides,$$,3,13,American (Traditional),90802
RAKKAN Ramen - Long Beach,$$,4,104,"Ramen,Beer Bar,Sushi Bars",90802
Agaves Kitchen & Tequila,$$,3.5,861,"Mexican,Bars",90802
Udom Khmer,$$,4,55,"Cambodian,Thai,Vietnamese",90802
Sushi Daddy - Long Beach,,3,12,Sushi Bars,90802
Loaded Cafe - Long Beach,$$,4,546,"American (Traditional),Breakfast & Brunch,Creperies",90802
Ahimsa Vegan Cafe,$$,4,959,Vegan,90802
OWL OWL Thai Lao Street Food,$$,4.5,45,"Thai,Laotian",90802
Café Piccolo,$$,4,811,Italian,90802
Hooters,$$,2.5,524,"Chicken Wings,Sports Bars,American (Traditional)",90802
Rose Park Roasters,$,4.5,112,"Coffee & Tea,Breakfast & Brunch,American (New)",90802
Berth 55 Fish Market and Seafood Deli,$$,4,729,"Seafood Markets,Seafood,Fish & Chips",90802
The Wrigley Tavern Garden,$,4.5,51,"Beer Gardens,Gastropubs",90802
Fried Rice 2025,,3.5,7,Chinese,90802
lulubowls,,4,6,"Hawaiian,Gluten-Free",90802
Long Beach Beer Lab,$$,4.5,313,"Breweries,Bakeries,Pizza",90802
Tito’s Bakery,$,4,324,"Bakeries,Mexican",90802
Tanya’s Thai Cuisine,,3.5,16,"Thai,Salad,Noodles",90802
Tacazos,$,4.5,101,Tacos,90802
Breaker’s Roadshow,,4,3,"Food Trucks,American (Traditional)",90802
The Coffee Cup Cafe,$$,4.5,2425,"American (Traditional),Breakfast & Brunch,Coffee & Tea",90802
Wok & Pho,$,4.5,178,"Chinese,Vietnamese,Cambodian",90802
Chili’s,$$,2,745,"Bars,American (Traditional),Mexican",90802
The Grill at The Westin Long Beach,$$,3,34,American (Traditional),90802
DoLy’s Delectables,$,4.5,489,"Coffee & Tea,Bakeries,Sandwiches",90802
Let’s Yolk About It,$$,5,117,Breakfast & Brunch,90802
Mariscos Los Buchones,$$,3.5,115,"Seafood,Mexican",90802
Rance’s Chicago Pizza,$$,4,1054,"Pizza,Chicken Wings,Italian",90802
Bird-N-Bun,$,4.5,196,"Fast Food,American (Traditional),Chicken Shop",90802
Wingstop,$$,3.5,336,Chicken Wings,90802
SoCal Wings,$$,4,113,"Chicken Wings,Bubble Tea",90802
Bites,,4.5,2,"Coffee & Tea,Breakfast & Brunch,Sandwiches",90802
Pad Thai Classic,$$,4.5,217,"Thai,Noodles,Barbeque",90802
5000 Pies - Temp. CLOSED,$,4.5,334,"Pizza,Sandwiches,Desserts",90802
Commodity,$$,4,194,"Coffee & Tea,Beer Bar,Breakfast & Brunch",90802
Starling Diner,$$,4,1819,"American (New),Breakfast & Brunch",90802
Tacolicious,,4,9,"Tex-Mex,Mexican,Food Delivery Services",90802
Twins Smoke House BBQ,$$,4.5,354,"Barbeque,Smokehouse,Sandwiches",90802
Pancho’s Tacos Truck,$,4.5,66,"Food Trucks,Tacos",90802
Hong Kong Express Chinese Food,$,4,25,Chinese,90802
Cheddr Wheel,,4,50,"Food Trucks,Mexican",90802
5th Ave Bagelry,$,4,440,"Bagels,Coffee & Tea,Breakfast & Brunch",90802
Recreational Coffee,$,4.5,610,"Coffee & Tea,Sandwiches,Donuts",90802
Blue Cafe,,4,1,"Bars,Cafes",90802
Chelsea Chowder House & Bar,$$,3,315,"Seafood,Lounges",90802
Thai Guys,,4,71,Thai,90802
Flaccos Tacos,,4.5,18,Tacos,90802
Jerry’s Place,$$,4,442,"Breakfast & Brunch,American (Traditional)",90802
Hamburger Mary’s,$$,3.5,848,"Gay Bars,American (New),Dinner Theater",90802
Hot Dog Lady,,5,1,"Street Vendors,Hot Dogs",90802
Naga Cafe Khmer Street Food,$,4.5,148,"Coffee & Tea,Cambodian,Sandwiches",90802
American Steak And Fries - Temp. CLOSED,$,4.5,98,"Sandwiches,American (Traditional)",90802
VUE Bar + Restaurant,$$,4,151,"Bars,American (New),Sandwiches",90802
Cafe Ambrosia,$$,3.5,682,"Greek,Mediterranean,Vegan",90802
WaBa Grill,$,3,67,"Fast Food,Asian Fusion",90802
Tugboat Pete’s Hot Dog Stand,$,4,30,"Street Vendors,Hot Dogs",90802
Hacienda Ruan,$$,3.5,284,Mexican,90802
F*ck Gluten,,5,1,"Gluten-Free,Food Delivery Services",90802
The Corner 10th’s BBQ,$$,4,489,"Barbeque,American (Traditional),Breakfast & Brunch",90802
Joliza’s Tacos,$,5,270,Mexican,90802
La Creperie Café,$$,4,2472,"French,Creperies",90802
Blue - An American Bistro,,4,14,American (New),90802
The Crooked Duck,$$,4,1429,"American (New),Breakfast & Brunch,Burgers",90802
Thai Silk,$,3.5,430,Thai,90802
Lucy’s Kitchen Cuisine,,4,2,Italian,90802
Koh Ruessei Restaurant,,4,25,"Cambodian,Thai,Noodles",90802
Milana’s Brooklyn Squares,$,4,126,"Pizza,Sicilian",90802
Cinco De Mayo,$,4,316,Mexican,90802
The HipPea,$,4.5,642,"Falafel,Vegan",90802
Honduras Kitchen,$$,4,248,"Seafood,Honduran,Soup",90802
Fire House Coffee Bar & Café,$$,5,90,"Cafes,Bakeries,Breakfast & Brunch",90802
The Queen Mary’s Royal Sunday Brunch,$$$,3.5,407,Breakfast & Brunch,90802
Casa Chaskis,$$,4.5,167,Peruvian,90802
#9ToGo,,4.5,33,"Vietnamese,Sandwiches,Salad",90802
Moo PA,$$,4.5,190,Thai,90802
