name,price,star,review_count,cat,zipcode
Rib Ranch BBQ,$$,4,573,"Barbeque,American (New)",91367
Maria’s Italian Kitchen - Woodland Hills,$$,3.5,323,"Pizza,Italian,Caterers",91367
Pho 21,$,4.5,808,Vietnamese,91367
Western Donuts Sandwiches & Smoothies,,5,2,"Donuts,Sandwiches,Juice Bars & Smoothies",91367
Firehouse Taverna,$$,4,861,"Greek,Mediterranean",91367
Cricca’s Italian Deli & Subs,$$,4.5,733,"Delis,Sandwiches,Italian",91367
Yard House,$$,3.5,1506,"American (New),Bars,Vegetarian",91367
Sumo Asian Buffet & Grill,$$,3.5,345,"Buffets,Asian Fusion,Teppanyaki",91367
Grandma Kim’s Family Diner,$$,4,508,"Korean,Barbeque,Chicken Wings",91367
Warner Center Cafe,$$,5,134,"Breakfast & Brunch,American (New),Asian Fusion",91367
Main Kitchen Cafe,,4,8,Breakfast & Brunch,91367
Health Nut - Woodland Hills,$$,4,717,"Sandwiches,Salad,Wraps",91367
Pollos El Incomparable,,4,36,Peruvian,91367
Fatburger & Buffalo’s Express,$$,3,244,"Burgers,Fast Food",91367
Maru Ramen,$$,4.5,410,"Ramen,Noodles,Soup",91367
Stone Oven,$,4,265,"Salad,Sandwiches",91367
Greco’s Gyros,,4.5,26,"Greek,Chicken Wings,Tapas/Small Plates",91367
So Sushi,$$,4.5,919,Sushi Bars,91367
Sweetfin,$$,3.5,331,"Poke,Gluten-Free,Japanese",91367
Chi’s Chinese Cuisine,$$,4,940,"Chinese,Noodles,Soup",91367
Go’s Mart,$$$$,4.5,411,Sushi Bars,91367
Dark Horse Tavern,$$,4,328,"American (New),Gastropubs,Pubs",91367
Gen Korean BBQ House,$$,4,4278,"Korean,Barbeque,Asian Fusion",91367
Burgerim,$$,3.5,94,"Burgers,American (Traditional),Chicken Wings",91367
Topanga Pizza & Cafe,$$,4,305,"Pizza,Salad,Cafes",91367
Pascal Patisserie and Cafe,$$,4.5,360,"Desserts,Sandwiches,Patisserie/Cake Shop",91367
Nostal Cafe,$$,4.5,125,"Pizza,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt",91367
Umai Savory Hot Dogs,$,4,77,"Hot Dogs,Burgers,Chicken Wings",91367
China Garden,$$,3.5,299,"Chinese,Food Delivery Services,Asian Fusion",91367
One876 Caribbean Restaurant,$$,4.5,208,Caribbean,91367
Hummus Bar & Grill,$$,4,1213,"Middle Eastern,Mediterranean,Bars",91367
Denny’s,$$,4,382,"Diners,Breakfast & Brunch,American (Traditional)",91367
Runway Restaurant & Lounge,$$,4,24,American (Traditional),91367
Alborz Restaurant,$$,4,240,"Middle Eastern,Persian/Iranian",91367
Taqueria Las Virgenes,$,4,119,Mexican,91367
Hanoo Kalbi,,5,1,"Korean,Barbeque,Buffets",91367
Pickwick Pub,$$,4,298,"Pubs,British",91367
The Nook,$$,4,1037,Breakfast & Brunch,91367
Los Dogos Sinaloa Style,,5,4,Hot Dogs,91367
Bobby’s Coffee Shop,$$,4,465,"Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies",91367
Ancora Cucina Italiana,$$,4.5,349,Italian,91367
King of Crabs,$$,4,334,"Seafood,Cajun/Creole",91367
Pink Elephant,$,4,634,"Japanese,Thai",91367
Kopan Sushi & Ramen - Encino,$$,4,1523,"Ramen,Sushi Bars",91367
Saigon Brothers,$$,4.5,58,Vietnamese,91367
Fire Wings,$$,4,164,"Chicken Wings,Sandwiches,Sports Bars",91367
Ty’s Vegan Soulfood,,3,5,Soul Food,91367
Kabuki Japanese Restaurant,$$,3.5,1030,"Japanese,Sushi Bars,Asian Fusion",91367
Fishbone Seafood,$$,4.5,861,"Seafood,Southern,Fish & Chips",91367
Yogis Grill,$,4,167,"Sushi Bars,Japanese,Fast Food",91367
The Mesquite BBQ,,4.5,8,"Barbeque,Food Stands,Sandwiches",91367
Szechuwan Garden,$$,4,157,"Chinese,Japanese,Seafood",91367
JamaFo Jamaican Food Xpress - Canoga Park,$$,4.5,211,"Caribbean,Chicken Shop,Seafood",91367
Red Ginger Thai & Sushi,$$,4,277,"Sushi Bars,Thai,Japanese",91367
Chick-fil-A,$,2.5,291,Fast Food,91367
Sushi Planet Woodland Hills,$$,4,491,"Sushi Bars,Japanese",91367
Wood Ranch BBQ & Grill,$$,4,960,"Barbeque,Bars,American (New)",91367
Kids Planet,,5,2,"Kids Activities,Indoor Playcentre,American (Traditional)",91367
Keitaro’s Kitchen Japanese Cuisine,$$,4.5,164,"Ramen,Shaved Ice,Japanese Curry",91367
NM Cafe,$$,4,86,"American (New),Cafes",91367
Juicy Ladies,$$,4,695,"Juice Bars & Smoothies,Cafes,Sandwiches",91367
Casa De Tacos,$,3.5,214,Mexican,91367
Chevron Grill,$,4,46,Mexican,91367
So Sushi Also,$$,4.5,220,Sushi Bars,91367
Sweet House,$,4,11,Sandwiches,91367
Mission Burrito - Woodland Hills,$,3,182,"Mexican,Breakfast & Brunch,American (Traditional)",91367
Lemongrass Thai-Halal Restaurant,$$,4,442,"Thai,Halal,Seafood",91367
Szechwan Inn Chinese Restaurant,$$,3.5,299,"Chinese,Soup,Noodles",91367
Chomp Chomp Food Truck,$$,5,71,"Sandwiches,Food Trucks",91367
The Stand,$$,4.5,907,"Burgers,American (New),Food Delivery Services",91367
Fresh Brothers - Calabasas,$$,4,645,"Pizza,Chicken Wings,Salad",91367
Barone’s Pizza - Woodland Hills,$$,3.5,351,"Italian,Pizza",91367
Lovi’s Delicatessen,$$,3.5,913,"Delis,American (Traditional),Breakfast & Brunch",91367
Jamin Vegan - Canoga Park,$$,4.5,34,"Vegan,Vegetarian,Caribbean",91367
Mariscos Los Arcos,$$,4,245,"Mexican,Seafood",91367
Poquito Mas Restaurant,$$,3.5,376,Mexican,91367
Pho Hoan My,$,4,94,Vietnamese,91367
Olive Garden Italian Restaurant,$$,3,407,"Italian,Salad,Soup",91367
Chick-Fil-A,,2.5,48,Fast Food,91367
Cavaretta’s Italian Deli,$$,4.5,840,"Grocery,Delis,Sandwiches",91367
Paoli’s Pizzeria & Piano Bar,$$,3.5,518,"Pizza,Italian,Karaoke",91367
Sushi Nishi,$$,4,457,"Japanese,Sushi Bars,Asian Fusion",91367
Entre cheros,,5,13,Salvadoran,91367
Calabasas Custom Catering,$,4.5,25,"Barbeque,Sandwiches,Food Trucks",91367
Doko Sushi,$$,4.5,126,"Sushi Bars,Japanese",91367
Birrieria La Vaca Brava,,2,3,"Tacos,Barbeque,Food Trucks",91367
H2O Sushi & Izakaya,$$,4,1253,"Japanese,Sushi Bars",91367
