,Restaurant,User_Name,Location,Time,Stars,Review,Zip_Code
18,"3525 Carson St Ste 166 Torrance, CA 90503",Shy F.,"Long Beach, CA",3/25/2021,1,"My friends & I ate here last night 3/24/21we ordered the lettuce wraps as an app. My friend had the chicken (not too sure which one) it was battered. I had the crispy honey shrimp. On the way home we both felt sick & we both passed out. Not too sure if it was the food or if there was a lot of MSG added. We both had the same symptoms - extremely bad headache, swelling in the face & nausea. My friend recovered faster, while I was unable to eat today. Sadly, I had left overs & as much as I'd hate to waste food, the remains were tossed.",90503
19,"3525 Carson St Ste 166 Torrance, CA 90503",Jamila G.,"Long Beach, CA",6/25/2020,1,"This is a copy of an email that I had to send in order to be compensated for a dish I didn't receive and one that was burned:Attached, please find both my receipt and pictures of unacceptable food quality.As stated in our conversation tonight, I did not receive the Hot and Sour Soup, but I did receive burned Mongolian Beef.It is unacceptable that you stated that I would not be compensated  until you received pictures of the burned food  in an email.I do feel as if this has bias attached to it.  What is unacceptable is the fact that you stated that you would not be able to tell me the amount of money that I would be compensated to cover the one dish that I didn't receive and the dish that I would have returned if I were at the restaurant.  Why not just state that I would be compensated for the amount of money spent.I didn't complain of the small portions received.  Since I was made to take a picture of this food in order for the concern to be addressed, I will also use this information to write a review for your restaurant's social media platform.",90503
20,"3525 Carson St Ste 166 Torrance, CA 90503",Chesty L.,"Los Angeles, CA",5/20/2021,4,"Not as bad as everyone is claiming however I have never been here busy. They seem to ignore you once order but do responded quickly to questions and are very polite.  Overall it's not bad for small groups, but I don't think big parties will find any use for this place.",90503
21,"3525 Carson St Ste 166 Torrance, CA 90503",Adeeva M.,"Los Angeles, CA",1/28/2020,5,"Me and my sister came here to eat dinner before going next door to catch a movie at the AMC. It was a Sunday around 5pm so it was about a 20minute wait. It's in the outdoor plaza area of the Del Amo mall so there are a lot of people around and parking is typical mall parking. The inside is a bit dark but that's at all PF Chang locations, it's a part of their aesthetic.We ordered the Long life noodles and prawns, a side of fried rice, Brussels Sprouts and Crispy honey shrimp. The long life noodles are a must order, the flavors in the noodles are amazing! I've never been too disappointed by P.F. Chang's food. Service was great, and the food came out relatively quickly. Great restaurant for groups because portions are for family style eating. Everyone order something different and prepare to feast!",90503
22,"3525 Carson St Ste 166 Torrance, CA 90503",Kyoshi H.,"Torrance, CA",5/10/2020,1,"Ordered online pick up for Mother's Day for 3:45PM. Promptly got their 15mins ahead to find a line that wrapped around to BJs. There was no communication between staff and customers on what was going on. Customers that were already standing there in line for hours had to relay messages to other people coming in for their online orders. Their staff was incompetent after the crowd started getting aggressive because they were speaking so quietly amongst the situation of your orders were 2-3 hours behind on your actual order time. Figured I've already waited here an hour and a half before the said something, I might as well wait it out. Another hour goes by and other aggravated people went inside to find out what's going on, and turns out they decided to CANCEL everyone's online orders and were basically doing ""walk-in"" orders. Which meant I would've probably stayed in line another 2hrs, then however long it took them to even prepare the food. Thanks for making a horrible Mother's Day experience. Get your act together on these incompetent employees.",90503
23,"3525 Carson St Ste 166 Torrance, CA 90503",Tyler F.,"Torrance, CA",7/3/2021,5,This is completely irrelevant to the food. Recently I lost my wallet and I contacted here if I might of dropped my wallet. Luckily I found it in my car. I personally wanted to thank the staff for taking the time to search/inform the employees if a wallet was returned. Also for wishing me hope I'll find it which I did. It brings good fortune in my eyes and hope people can see the staff caring. Thanks again.,90503
24,"3525 Carson St Ste 166 Torrance, CA 90503",Yosmar J.,"Los Angeles, CA",5/21/2020,2,"I have never ever been so disappointed in a restaurant than with this P.F. Chang in Del Amo Mall. I placed a Mother's Day order in hopes that I would be picking it up curbside as they highly recommend it when I call and through their website. I placed my pickup for 6 guest at 3pm and therefore arrived about 10 minute ahead of schedule should I have to wait a couple of minutes or so (I knew they would be a bit busy). As I arrived to their front drive in their so called ""curbside"" none of their team members seem to be assisting curbside drop offs. I approach a team member and ask where I'd have to pick up my food. Her reply is that I would need to get off the car and make a line ( already a red flag, defeating the purpose of curbside pickup and waiting) I see that there is about 30+ people waiting in line all which had ordered for curbside. While waiting in line, I decide to call them to see if they would be able to meet me outside in the line should my food be ready. I'm placed on hold for about 35+ minutes thinking that someone would answer my call. The call drops because of the overwhelm calls they receive. I waited in line for over 4 hours. I saw that their competitor was very much organized and even met their customers in the front drive. While I saw NO P.F. Chang team members outside letting ""us"" (people in the back) know what we were in store for. Not once did I not see the operations manager: Ashley step out and apologize for having us wait in line or offer water to those that were waiting for hours ( I mean all of us) there was a senior couple that had been waiting with me for ours for their lunch and that was honestly heartbreaking. Unorganized line: The lines was very unorganized. Ashley did not bother to force the rule of 6 feet and social distancing. People at the entrance of the restaurant were all squeezed together trying to find answers on whether their food was coming out or not. Del Amo security did not bother wearing a face mask nor enforcing social distancing. ( photo attached). After waiting for 3 hours to make it to the front of the lines, I noticed MANY people inside the restaurant. There was probably about 25+ people all crowded speaking to different team members. Once again Ashley did not care for enforcing the law . Food: I thought that waiting in line was the end of it. I was informed that despite having ordered my food online, I would have to make another line and they would pull up my order to make it fresh. That was a lie unfortunately. Food was sitting there for a very long time before it reached the hands of a client. My food was cold and incomplete. I had ordered food for 6 people but instead was given food for 4 people. The rice they gave was a joke, about 1/5 of the size of the container was full. When I tried calling to asked what had happened, they never answered Management: It is clear that this restaurant cared a lot about their money and despite being 2-3 hours backed up they were still receiving online orders. The way Ashley manages her team is unacceptable and very unprofessional. She was not only rude to customers but also rude to her team members. I could hear her yelling at the kitchens from the bar area. As I mentioned to her, managing is not only leading a team, but also taking ownership and having customer service be your number one priority. Should she had been a lot more involved with the clients that had been waiting outside, maybe some of us would of understand. She was rude, unprofessional and really needs to be committed to her team and the people she serves if she want to be in this industry.   I would never treat my team not customers the way she treated them today. I very much hope that this is a learning experience for all PF Chang restaurants as they set their teams up for failure. This was a issue at every P.F. chang restaurant in the United States. Update: Jessica from Customer Affairs from PF Changs reached out to me and would like for me to give P.F. Chang's another try. I'm looking forward to dining in with them as soon as they allow it. Until then I have added another star as they very much care for their customer feedback.",90503
25,"3525 Carson St Ste 166 Torrance, CA 90503",Sam V.,"Torrance, CA",1/12/2021,2,The one negative thing about takeout and delivery during COVID times is that we can't check the food. We ordered Beef with Broccoli. The beef came out extremely burnt to the point that it visibly resembles jerky. The meal was inedible for our taste and left a sad mark in our heart to pay $17 for this.,90503
26,"3525 Carson St Ste 166 Torrance, CA 90503",Krystal J.,"Palmdale, CA",12/22/2020,1,Spent $65 on food...rice was gummy and tasteless...Lo mein noodles were dry...not satisfied..not PF CHANG quality...I will not come back to this location again,90503
27,"3525 Carson St Ste 166 Torrance, CA 90503",Barbara A.,"Northeast Torrance, Torrance, CA",4/23/2021,5,"Food was good except orange chicken too much batter. Restaurant too dark at some eating sections, couldn't see what we were eating. Had Lo mein and beef broccoli and egg plant. Very good I will definitely go back",90503
28,"3525 Carson St Ste 166 Torrance, CA 90503",Robert G.,"Rancho Palos Verdes, CA",2/12/2020,4,"We went to PF Chang's to celebrate 3 family birthdays. We ordered a variety of items for a party of 7.  We ordered  double entrees of lettuce wraps, crispy honey chicken, crispy honey shrimp, Mongolian Beef and 3 noodle dishes with shrimp and chicken. All items were very good but we over ordered and had leftovers of the 2 noodle dishes, beef and the crispy chicken. Our servers were polite and efficient. Give the place a try and if you like shrimp, the crispy honey shrimp is awesome as are the chicken lettuce wraps.",90503
29,"3525 Carson St Ste 166 Torrance, CA 90503",Rianne A.,"Torrance, CA",8/23/2020,3,Available for pickup during COVID. The sushi was good but the fish included was so tiny. Small amount of fish for the price.,90503
30,"3525 Carson St Ste 166 Torrance, CA 90503",Andrea T.,"Los Angeles, CA",8/21/2020,5,"After reading the reviews and looking at the low star rating, I was expecting the worst there today. But my friend wanted Chinese food so we went. Getting food to go is not my schtick. Very pleasantly surprised. Outdoor seating according to plan. The food was delish and the portions, including the luncheon portions, were huge. I had eggplant and my friend Mongolian beef. Plenty leftover to bring home. Service was excellent and I really enjoyed the meal.",90503
31,"3525 Carson St Ste 166 Torrance, CA 90503",Frank D.,"Redondo Beach, CA",1/31/2021,4,"We alway love to come to PF Chang's but since we just moved to this area we've never been to this location. They reopened two days ago for dine in after being shut down due to Covid. We enjoyed the food and our server was great. But the main dishes took quite a bit longer than we wished. They weren't very busy so I don't know why it took so long. But what was worse, our food was almost room temperature when it arrived at our table. Didn't have the heart to complain to our nice server. We're just glad they are open again.",90503
32,"3525 Carson St Ste 166 Torrance, CA 90503",Jenny D.,"Los Angeles, CA",11/23/2019,4,"The Miso Salmon was cooked perfectly. It was my first time trying it, and I'll definitely be coming back to order it again. I loved it so much I had to share that first. I haven't been to PF Chang's since my last visit at their Pasadena branch years ago, but I had a great experience in their South Bay location. I came in with coworkers to celebrate a birthday, and I'm glad someone suggested PF Chang's. It was a quick luncheon but it was memorable. Our server was approachable, attentive, and gave our table great service. We ordered everything. Great experience and it changed my mind about their chain. It was a good luncheon.",90503
33,"3525 Carson St Ste 166 Torrance, CA 90503",Julie J.,"Gardena, CA",5/23/2021,1,"Terrible place!  After waiting an hour and a half to be seated, we were taken back only to wait another 30 minutes.  No one ever came by to take our order. The waiters passed by us several times and  completely ignored us. After seeing another table begin seated and helped within 5 minutes. I had to complain. We decided to walk out because we are not going to give money to a business that only wants to cater to certain people.",90503
34,"3525 Carson St Ste 166 Torrance, CA 90503",Al S.,"Redondo Beach, CA",1/18/2021,1,"We haven't eaten here in a while but my mother wanted it for her retirement lunch. Needless to say it was very underwhelming. I guess those low ratings are there for a reason. I always thought it was over priced but was good. Not anymore!! We paid $170 for 7 dishes 1 being lettuce wraps!! The other rip is the portion sizes are small. Usually, all other Asian joints we have leftovers so the price doesn't hurt as much. We will not be back anytime soon.",90503
35,"3525 Carson St Ste 166 Torrance, CA 90503",Chowder K.,"Los Angeles, CA",6/12/2020,1,"Mayday, mayday! This shit's going down!Save your money and time, and just throw some soy sauce on card board and chew on it. At least you'd have satisfaction of saving your money from going down the drain! Horrible food, small portion... all around badnews",90503
36,"3525 Carson St Ste 166 Torrance, CA 90503",Madison K.,"El Dorado Hills, CA",9/6/2020,5,"Food was so good, I don't know why the reviews seem so bad, service was pretty good considering we were seated very far away outside and we thought we were going to get forgotten about. Overall a really good experience and delicious food.",90503
37,"3525 Carson St Ste 166 Torrance, CA 90503",Kathleen R.,"Southwood, Torrance, CA",7/5/2020,4,"Curbside pickup was very easy; parallel park along Del Amo Circle East, call the number, provide them with your name and make/model of your car.We ordered the 4 person Family Meal: lettuce wrap, soup, chow mein or fried rice, and 2 entrees.  The entrees came with the choice of white, brown, or fried rice.  Note this is in addition to the choice of chow mein or fried rice.  Since we chose chow mein, we decided to pick fried rice with the entree (pictured).  We'd probably pick brown rice next time because the fried rice that came with the entree was very plain.",90503
38,"3525 Carson St Ste 166 Torrance, CA 90503",Taylor F.,"Harbor, Los Angeles, CA",5/24/2021,5,"Ive always loved PF Changs and the service but my waitress, Yuniver was another level of amazing. So kind and sweet and patient and overall great service from her. Will definitely be back soon!!",90503
39,"3525 Carson St Ste 166 Torrance, CA 90503",Luis E.,"Oxnard, CA",8/30/2020,1,"Came in with my family after calling the restaurant to see what time they closed and the told me at 9:00pm they also have new hours online, came in at 8:09pm they wouldn't help me and I talk to Cristina the manager  and she was very nice but not interested on making any type of exception, so disappointed. They should be very clear and add on the website they won't take any walk ins after 8:00pm I drove 25 min to get to the restaurant.! 9:00pm closing time for a restaurant like this ? Really? Unreal",90503
40,"3525 Carson St Ste 166 Torrance, CA 90503",S M.,"Torrance, CA",2/20/2021,3,"This is our favorite location, usually Always amazing service and Amazing food but since the pandemic we hadn't gone until last night, outdoor dining of course but the Manager poorly planned and didn't have propane for the heaters!!! It was chilly!! Our waiter Jose was Amazing! He really tried make us comfortable, brought us tea and warm wipes. Honestly if it wasn't for his excellent service we would've left. To the Manager, you need to be prepared for any circumstance especially with these new restrictions All of the restaurants around us were equipped with canopies and heaters, they even had extra!! Could you not have borrowed them to make your guest more comfortable? Word to the wise, ask that all of your hot food be brought at once so you can enjoy a hot quick meal.",90503
41,"3525 Carson St Ste 166 Torrance, CA 90503",Tracy M.,"Rialto, CA",11/17/2019,5,"I had a great time here.   Their food is delicious and their servers are so attentive.  We had Shaw and he took excellent care of us.   All of what we needed to know, came from Shaw.    He wasn't smothering us, but when we needed him, he was available at the right time.    Our drinks , appetizers and our entree choice was brought with care and pride.   Upon eating, it was all on point.    Delicious.    Hot.    The restaurant's atmosphere was enjoyable and not overwhelming.",90503
42,"3525 Carson St Ste 166 Torrance, CA 90503",Cesar M.,"Hawthorne, CA",8/1/2020,5,Had an amazing experience!! Our waiter was Master with probably the best attitude during these hard times! And the food was amazing! And fast!,90503
43,"3525 Carson St Ste 166 Torrance, CA 90503",Don C.,"Los Angeles, CA",10/13/2020,5,Me and the family had dinner at this P.f Chang's bistro on 10/13/2020  Andy S. Was our server. Andy was excellent and very attentive the food was good just not as warm as I would prefer but still tasty. Thanks for the great service and good experience.,90503
44,"3525 Carson St Ste 166 Torrance, CA 90503",Norma G.,"Hawthorne, CA",12/23/2020,1,"I was super excited to try the coconut mojito from P.F. Chang's, but when I got home and opened up my order I was extremely disappointed with the presentation and taste of my drink. I did not get what I ordered at all. What a joke!",90503
45,"3525 Carson St Ste 166 Torrance, CA 90503",Cheryl N.,"Huntington Beach, CA",6/29/2018,4,"I live in OC and they only had one in Newport beach fashion island, it is so far and full of traffic, we can't go often, last Sunday, I went w my daughter to this location, the food was far out, better than the other locations.We had hakkow, shrimp dim sum, hot and sour soup, chicken kung pao. Everything was good, I would have given it 5 stars except the drinks were expensive, no happy hour, wish it were closer to my house so i could go here often. It's a solid 4 stars!",90503
46,"3525 Carson St Ste 166 Torrance, CA 90503",John N.,"Los Angeles, CA",11/7/2019,5,"I absolutely love PF Chang's!  I think their food is great and I always enjoy my meals here.  All of my other reviews ofPF Chang's is usually 3 - 4 stars, depending on my experience at those respective locations. This particular location is not any better or worse than all of the other PF Chang's you'll go to but the bartender is super awesome!  My wife and I always sit at the bar at this location and we've been helped by a gentleman named Gabriel on numerous occasions.  He's so very nice helpful friendly and fast!  He also makes really good cocktails (Bethesda best I've had out of all the PF Changs I've visited).We will go out of our way to dine at this location specifically to be assisted by Gabriel.  Keep up the good work!",90503
47,"3525 Carson St Ste 166 Torrance, CA 90503",Emily A.,"Torrance, CA",12/29/2020,1,"This restaurant is terrible! I ordered take out to be picked up on Christmas Eve. I ordered it the day before online. When I arrived to pick it up, I was told they would bring it right out. I waited in my car for nearly 30 minutes. Finally, I called back and someone came out with the order. When I got home, I noticed I was missing dishes that I had ordered. I paid nearly $100 for this horrendous experience. I called and spoke to the manager. All she would offer me is a $22 refund and a couple of $10 gift cards. They have so much nerve to think that I would use these cards. I would have to spend more money there to use them. I will never EVER return to a PF Changs. If you can't fulfill a service correctly, don't offer it! Had I known, I would have gotten take out from ANY other restaurant. I completely wasted my hard earned money...",90503
48,"3525 Carson St Ste 166 Torrance, CA 90503",Chelsea K.,"Torrance, CA",9/26/2020,1,"We came on a Saturday night so we expected it to be busy everywhere. Apprehensive about eating here given the ratings but we were starving. We were given an estimated wait time and went across the street to try our luck and see if it would be faster, but while in line there we got the 3rd text in the photo. So we left to come back and while waiting for someone to check us in, got the 4th text. The manager came out and said I'm so sorry someone must have pushed the button or something which makes no sense cause the 4th text came to me while we were standing there. She said she still had 3 groups ahead of us so we'd still have to wait which if your restaurant messed up, which I have proof of, do something to fix it. I know the groups in front of us didn't get the text so if you say our table is ready, you should either follow through with what your restaurant messed up on or offer a solution of some kind. 2.5 stars for this location now makes sense.",90503
49,"3525 Carson St Ste 166 Torrance, CA 90503",Joaquin S.,"Los Angeles, CA",6/18/2019,1,"I can't believe this they charged me for club soda, very disappointed.I never heard that before, I understand when my daughter ask for more drink the waitress telling my daughter it's no refill I accepting that but pay $7 dollars for club soda. I never going back",90503
50,"3525 Carson St Ste 166 Torrance, CA 90503",Francesco L.,"Torrance, CA",2/21/2020,3,"So my wife and I went on Valentine's Day. Normally we would stay in and we would cook, but this year we wanted to go out. So we get there around 4:45 p.m. and we asked for how long the wait is and she said roughly 45 to 50 minutes. In all honesty we waited an hour and a half for a table and in all honesty I wanted to leave. I feel that they were understaffed. The food was good and our server was great, but the wait time and being lied to was not a pleasurable experience.",90503
51,"3525 Carson St Ste 166 Torrance, CA 90503",Jacky Y.,"Vancouver, Canada",10/14/2020,1,I'd like to rate 0 if I could. Terrible service and greasy food.....worst restaurant. Fake Chinese restaurant.,90503
52,"3525 Carson St Ste 166 Torrance, CA 90503",Celest V.,"Lomita, CA",12/31/2019,5,"Some of my favorites are eggplant, shrimp in lobster sauce and Mongolian beef. If you want to try something a little different from the traditional Chinese takeout, I recommend these!",90503
53,"3525 Carson St Ste 166 Torrance, CA 90503",Nickia P.,"Hawthorne, CA",4/9/2020,1,"P.F. Chang's WAS the only place my family and I would go to get Chinese food, especially from this branch in Torrance since they closed the other one in Manhattan Beach. We decided to take my grandma out for her birthday, and our experience was a disappointment. We ordered the Ginger Chicken With Broccoli and as seen in the photo it was uncooked and RAW almost . We also ordered the Signature lo mein which wasn't as good as our last visits.",90503
